База данных обычного бетона — Normal Concrete ML Dataset;;;;;;;;;;;
Всего строк: 2412  |  Оба таргета (Slump+CS): 873  |  Только CS_28d: 1539  |  Источники: UCI Slump Test (Yeh,2007), Mendeley Guangxi (2022), UCI CS (Yeh,1998), Лист6;;;;;;;;;;;
Цемент (кг/м³);Шлак BFS (кг/м³);Зола-унос (кг/м³);Микрокремнезём (кг/м³);Вода (кг/м³);Суперпластификатор (кг/м³);ЩебеньКрупный заполнитель (кг/м³);Песок Мелкий заполнитель (кг/м³);Возраст (дней);Осадка конуса (мм)  ← ТАРГЕТ 1;Прочность CS_28d (МПа)  ← ТАРГЕТ 2;Источник
330,00;0,00;0,00;0,00;165,00;3,96;1 113,00;742,00;28;170;38,1;Mendeley_Guangxi2022
250,00;0,00;0,00;0,00;160,00;3,00;1 087,00;854,00;28;175;25,4;Mendeley_Guangxi2022
250,00;0,00;0,00;0,00;160,00;3,00;1 087,00;854,00;28;170;25,4;Mendeley_Guangxi2022
306,00;0,00;0,00;0,00;170,00;3,67;1 129,00;753,00;28;170;36;Mendeley_Guangxi2022
372,00;0,00;0,00;0,00;160,00;4,46;1 121,00;747,00;28;170;46,8;Mendeley_Guangxi2022
386,00;0,00;0,00;0,00;166,00;4,63;1 090,00;758,00;28;190;48,5;Mendeley_Guangxi2022
420,00;0,00;0,00;0,00;168,00;5,04;1 069,00;743,00;28;180;51,45;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;158,00;7,90;1 141,00;670,00;28;180;64,9;Mendeley_Guangxi2022
250,00;0,00;0,00;0,00;160,00;3,00;1 087,00;854,00;28;175;25,65;Mendeley_Guangxi2022
250,00;0,00;0,00;0,00;160,00;3,00;1 087,00;854,00;28;170;25,65;Mendeley_Guangxi2022
306,00;0,00;0,00;0,00;170,00;3,67;1 129,00;753,00;28;170;36,65;Mendeley_Guangxi2022
359,00;0,00;0,00;0,00;158,00;4,31;1 167,00;716,00;28;170;42,35;Mendeley_Guangxi2022
381,00;0,00;0,00;0,00;160,00;4,95;1 097,00;762,00;28;200;42,45;Mendeley_Guangxi2022
372,00;0,00;0,00;0,00;160,00;4,46;1 121,00;747,00;28;170;45,25;Mendeley_Guangxi2022
386,00;0,00;0,00;0,00;166,00;4,63;1 090,00;758,00;28;190;48,4;Mendeley_Guangxi2022
420,00;0,00;0,00;0,00;168,00;5,04;1 069,00;743,00;28;180;52,45;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;158,00;7,90;1 141,00;670,00;28;180;65,2;Mendeley_Guangxi2022
485,00;0,00;0,00;0,00;158,00;7,76;1 120,00;687,00;28;180;64,25;Mendeley_Guangxi2022
386,00;0,00;0,00;0,00;170,00;4,63;1 014,00;830,00;28;200;47,2;Mendeley_Guangxi2022
362,00;0,00;0,00;0,00;163,00;4,34;1 069,00;806,00;28;180;44,9;Mendeley_Guangxi2022
324,00;0,00;0,00;0,00;165,00;3,89;1 070,00;841,00;28;170;41,4;Mendeley_Guangxi2022
298,00;0,00;0,00;0,00;170,00;2,98;1 054,00;828,00;28;125;37,8;Mendeley_Guangxi2022
266,00;0,00;0,00;0,00;170,00;2,66;1 072,00;842,00;28;135;28,8;Mendeley_Guangxi2022
397,00;0,00;0,00;0,00;155,00;4,76;1 035,00;813,00;28;170;49,3;Mendeley_Guangxi2022
389,00;0,00;0,00;0,00;175,00;5,45;991,00;845,00;28;215;43,5;Mendeley_Guangxi2022
402,00;0,00;0,00;0,00;165,00;5,63;1 046,00;788,00;28;175;46,2;Mendeley_Guangxi2022
278,00;0,00;0,00;0,00;175,00;3,61;1 110,00;837,00;28;175;25,6;Mendeley_Guangxi2022
304,00;0,00;0,00;0,00;170,00;3,95;1 398,00;828,00;28;165;30,2;Mendeley_Guangxi2022
324,00;0,00;0,00;0,00;175,00;4,21;1 084,00;817,00;28;170;36,2;Mendeley_Guangxi2022
425,00;0,00;0,00;0,00;170,00;5,95;1 029,00;774,00;28;170;52,7;Mendeley_Guangxi2022
386,00;0,00;0,00;0,00;170,00;5,02;1 051,00;793,00;28;175;45,9;Mendeley_Guangxi2022
391,00;0,00;0,00;0,00;180,00;5,47;988,00;841,00;28;215;47,1;Mendeley_Guangxi2022
405,00;0,00;0,00;0,00;170,00;5,67;1 040,00;785,00;28;170;52,1;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;163,00;7,41;1 130,00;663,00;28;195;64,5;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;163,00;7,41;1 130,00;663,00;28;200;64,5;Mendeley_Guangxi2022
389,00;0,00;0,00;0,00;175,00;5,84;972,00;863,00;28;210;45,9;Mendeley_Guangxi2022
400,00;0,00;0,00;0,00;164,00;5,20;1 028,00;808,00;28;170;59,5;Mendeley_Guangxi2022
421,00;0,00;0,00;0,00;160,00;5,47;1 020,00;800,00;28;160;59,2;Mendeley_Guangxi2022
497,00;0,00;0,00;0,00;164,00;7,46;1 127,00;662,00;28;190;68,2;Mendeley_Guangxi2022
382,00;0,00;0,00;0,00;168,00;4,97;1 132,00;814,00;28;170;48,5;Mendeley_Guangxi2022
329,00;0,00;0,00;0,00;168,00;3,95;1 066,00;837,00;28;170;37,8;Mendeley_Guangxi2022
304,00;0,00;0,00;0,00;170,00;3,65;1 080,00;847,00;28;170;35,6;Mendeley_Guangxi2022
278,00;0,00;0,00;0,00;175,00;3,34;1 090,00;857,00;28;165;31,5;Mendeley_Guangxi2022
491,00;0,00;0,00;0,00;157,00;7,37;1 081,00;721,00;28;190;64,6;Mendeley_Guangxi2022
424,00;0,00;0,00;0,00;157,00;5,51;1 037,00;782,00;28;170;56,7;Mendeley_Guangxi2022
302,00;0,00;0,00;0,00;157,00;3,62;1 106,00;835,00;28;170;36,5;Mendeley_Guangxi2022
276,00;0,00;0,00;0,00;160,00;3,31;1 120,00;845,00;28;170;28;Mendeley_Guangxi2022
337,00;0,00;0,00;0,00;155,00;4,04;1 088,00;820,00;28;165;39,7;Mendeley_Guangxi2022
369,00;0,00;0,00;0,00;155,00;4,43;1 069,00;807,00;28;170;45,9;Mendeley_Guangxi2022
386,00;0,00;0,00;0,00;170,00;4,63;1 014,00;830,00;28;210;47,5;Mendeley_Guangxi2022
405,00;0,00;0,00;0,00;154,00;5,27;1 049,00;792,00;28;170;51,8;Mendeley_Guangxi2022
485,00;0,00;0,00;0,00;160,00;7,76;1 119,00;686,00;28;190;67,8;Mendeley_Guangxi2022
485,00;0,00;0,00;0,00;160,00;7,28;1 119,00;686,00;28;190;68,8;Mendeley_Guangxi2022
422,00;0,00;0,00;0,00;156,00;5,49;1 130,00;686,00;28;110;8,38;Mendeley_Guangxi2022
485,00;0,00;0,00;0,00;160,00;7,28;1 119,00;686,00;28;190;68,6;Mendeley_Guangxi2022
485,00;0,00;0,00;0,00;160,00;8,73;1 101,00;704,00;28;185;68,4;Mendeley_Guangxi2022
278,00;0,00;0,00;0,00;161,00;3,34;1 118,00;843,00;28;170;28,15;Mendeley_Guangxi2022
310,00;0,00;0,00;0,00;161,00;3,72;1 100,00;829,00;28;170;35,25;Mendeley_Guangxi2022
346,00;0,00;0,00;0,00;159,00;4,15;1 080,00;815,00;28;170;38,25;Mendeley_Guangxi2022
383,00;0,00;0,00;0,00;161,00;4,57;1 058,00;798,00;28;175;45,05;Mendeley_Guangxi2022
424,00;0,00;0,00;0,00;157,00;5,51;1 056,00;764,00;28;175;55,65;Mendeley_Guangxi2022
271,00;0,00;0,00;0,00;160,00;2,98;1 094,00;825,00;28;180;37,4;Mendeley_Guangxi2022
296,00;0,00;0,00;0,00;160,00;3,55;1 108,00;836,00;28;170;39,8;Mendeley_Guangxi2022
330,00;0,00;0,00;0,00;162,00;3,96;1 068,00;840,00;28;170;40,95;Mendeley_Guangxi2022
353,00;0,00;0,00;0,00;166,00;4,24;1 053,00;828,00;28;180;38,5;Mendeley_Guangxi2022
382,00;0,00;0,00;0,00;168,00;5,73;1 036,00;814,00;28;200;50,75;Mendeley_Guangxi2022
386,00;0,00;0,00;0,00;170,00;5,02;1 060,00;834,00;28;190;42,7;Mendeley_Guangxi2022
479,00;0,00;0,00;0,00;225,00;38,32;823,00;823,00;28;155;36,8;Mendeley_Guangxi2022
382,00;0,00;0,00;0,00;168,00;8,79;1 110,00;740,00;28;220;43,7;Mendeley_Guangxi2022
398,00;0,00;0,00;0,00;167,00;9,15;1 131,00;754,00;28;190;46,6;Mendeley_Guangxi2022
388,00;0,00;0,00;0,00;167,00;7,76;1 061,00;834,00;28;195;48,4;Mendeley_Guangxi2022
490,00;0,00;0,00;0,00;250,00;39,20;805,00;805,00;28;170;37,6;Mendeley_Guangxi2022
353,00;0,00;0,00;0,00;166,00;6,35;1 053,00;828,00;28;195;43,9;Mendeley_Guangxi2022
331,00;0,00;0,00;0,00;162,00;5,30;1 087,00;820,00;28;180;37,7;Mendeley_Guangxi2022
296,00;0,00;0,00;0,00;160,00;4,14;1 108,00;836,00;28;170;32,7;Mendeley_Guangxi2022
271,00;0,00;0,00;0,00;160,00;3,25;1 094,00;825,00;28;170;26,4;Mendeley_Guangxi2022
271,00;0,00;0,00;0,00;160,00;3,25;1 094,00;825,00;28;175;26,4;Mendeley_Guangxi2022
391,00;0,00;0,00;0,00;168,00;7,82;1 029,00;842,00;28;220;46,5;Mendeley_Guangxi2022
388,00;0,00;0,00;0,00;167,00;5,82;1 078,00;847,00;28;195;49,4;Mendeley_Guangxi2022
398,00;0,00;0,00;0,00;167,00;5,97;1 020,00;835,00;28;195;50,7;Mendeley_Guangxi2022
428,00;0,00;0,00;0,00;167,00;6,42;1 037,00;814,00;28;195;56,4;Mendeley_Guangxi2022
490,00;0,00;0,00;0,00;250,00;39,20;805,00;805,00;28;170;36,05;Mendeley_Guangxi2022
499,00;0,00;0,00;0,00;166,00;6,74;1 028,00;807,00;28;200;51,2;Mendeley_Guangxi2022
361,00;0,00;0,00;0,00;166,00;4,33;1 049,00;824,00;28;190;41,95;Mendeley_Guangxi2022
331,00;0,00;0,00;0,00;162,00;3,97;1 087,00;820,00;28;170;35,05;Mendeley_Guangxi2022
296,00;0,00;0,00;0,00;160,00;3,55;1 108,00;836,00;28;175;30,65;Mendeley_Guangxi2022
271,00;0,00;0,00;0,00;160,00;3,25;1 094,00;825,00;28;170;24,1;Mendeley_Guangxi2022
271,00;0,00;0,00;0,00;160,00;3,25;1 094,00;825,00;28;175;24,1;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;163,00;7,41;1 130,00;663,00;28;195;65,6;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;163,00;7,41;1 130,00;663,00;28;200;65,6;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;163,00;7,41;1 058,00;735,00;28;200;66,45;Mendeley_Guangxi2022
451,00;0,00;0,00;0,00;167,00;6,76;1 026,00;806,00;28;200;57,65;Mendeley_Guangxi2022
439,00;0,00;0,00;0,00;167,00;6,58;1 033,00;811,00;28;190;55,5;Mendeley_Guangxi2022
407,00;0,00;0,00;0,00;167,00;6,10;1 051,00;825,00;28;200;49,95;Mendeley_Guangxi2022
398,00;0,00;0,00;0,00;167,00;5,97;1 056,00;829,00;28;195;47,65;Mendeley_Guangxi2022
391,00;0,00;0,00;0,00;168,00;5,86;1 031,00;810,00;28;220;46,3;Mendeley_Guangxi2022
369,00;0,00;0,00;0,00;166,00;4,43;1 044,00;821,00;28;190;46,5;Mendeley_Guangxi2022
338,00;0,00;0,00;0,00;162,00;4,06;1 083,00;817,00;28;175;39,65;Mendeley_Guangxi2022
312,00;0,00;0,00;0,00;162,00;3,74;1 098,00;828,00;28;175;33,3;Mendeley_Guangxi2022
284,00;0,00;0,00;0,00;162,00;3,41;1 085,00;819,00;28;165;28,9;Mendeley_Guangxi2022
540,00;0,00;0,00;0,00;162,00;2,50;1 040,00;676,00;28;;79,99;UCI_Yeh1998_CS_only
540,00;0,00;0,00;0,00;162,00;2,50;1 055,00;676,00;28;;61,89;UCI_Yeh1998_CS_only
332,50;142,50;0,00;0,00;228,00;0,00;932,00;594,00;270;;40,27;UCI_Yeh1998_CS_only
332,50;142,50;0,00;0,00;228,00;0,00;932,00;594,00;365;;41,05;UCI_Yeh1998_CS_only
198,60;132,40;0,00;0,00;192,00;0,00;978,40;825,50;360;;44,3;UCI_Yeh1998_CS_only
266,00;114,00;0,00;0,00;228,00;0,00;932,00;670,00;90;;47,03;UCI_Yeh1998_CS_only
380,00;95,00;0,00;0,00;228,00;0,00;932,00;594,00;365;;43,7;UCI_Yeh1998_CS_only
380,00;95,00;0,00;0,00;228,00;0,00;932,00;594,00;28;;36,45;UCI_Yeh1998_CS_only
266,00;114,00;0,00;0,00;228,00;0,00;932,00;670,00;28;;45,85;UCI_Yeh1998_CS_only
475,00;0,00;0,00;0,00;228,00;0,00;932,00;594,00;28;;39,29;UCI_Yeh1998_CS_only
198,60;132,40;0,00;0,00;192,00;0,00;978,40;825,50;90;;38,07;UCI_Yeh1998_CS_only
198,60;132,40;0,00;0,00;192,00;0,00;978,40;825,50;28;;28,02;UCI_Yeh1998_CS_only
427,50;47,50;0,00;0,00;228,00;0,00;932,00;594,00;270;;43,01;UCI_Yeh1998_CS_only
190,00;190,00;0,00;0,00;228,00;0,00;932,00;670,00;90;;42,33;UCI_Yeh1998_CS_only
304,00;76,00;0,00;0,00;228,00;0,00;932,00;670,00;28;;47,81;UCI_Yeh1998_CS_only
380,00;0,00;0,00;0,00;228,00;0,00;932,00;670,00;90;;52,91;UCI_Yeh1998_CS_only
139,60;209,40;0,00;0,00;192,00;0,00;1 047,00;806,90;90;;39,36;UCI_Yeh1998_CS_only
342,00;38,00;0,00;0,00;228,00;0,00;932,00;670,00;365;;56,14;UCI_Yeh1998_CS_only
380,00;95,00;0,00;0,00;228,00;0,00;932,00;594,00;90;;40,56;UCI_Yeh1998_CS_only
475,00;0,00;0,00;0,00;228,00;0,00;932,00;594,00;180;;42,62;UCI_Yeh1998_CS_only
427,50;47,50;0,00;0,00;228,00;0,00;932,00;594,00;180;;41,84;UCI_Yeh1998_CS_only
139,60;209,40;0,00;0,00;192,00;0,00;1 047,00;806,90;28;;28,24;UCI_Yeh1998_CS_only
139,60;209,40;0,00;0,00;192,00;0,00;1 047,00;806,90;3;;8,06;UCI_Yeh1998_CS_only
139,60;209,40;0,00;0,00;192,00;0,00;1 047,00;806,90;180;;44,21;UCI_Yeh1998_CS_only
380,00;0,00;0,00;0,00;228,00;0,00;932,00;670,00;365;;52,52;UCI_Yeh1998_CS_only
380,00;0,00;0,00;0,00;228,00;0,00;932,00;670,00;270;;53,3;UCI_Yeh1998_CS_only
380,00;95,00;0,00;0,00;228,00;0,00;932,00;594,00;270;;41,15;UCI_Yeh1998_CS_only
342,00;38,00;0,00;0,00;228,00;0,00;932,00;670,00;180;;52,12;UCI_Yeh1998_CS_only
427,50;47,50;0,00;0,00;228,00;0,00;932,00;594,00;28;;37,43;UCI_Yeh1998_CS_only
475,00;0,00;0,00;0,00;228,00;0,00;932,00;594,00;7;;38,6;UCI_Yeh1998_CS_only
304,00;76,00;0,00;0,00;228,00;0,00;932,00;670,00;365;;55,26;UCI_Yeh1998_CS_only
266,00;114,00;0,00;0,00;228,00;0,00;932,00;670,00;365;;52,91;UCI_Yeh1998_CS_only
198,60;132,40;0,00;0,00;192,00;0,00;978,40;825,50;180;;41,72;UCI_Yeh1998_CS_only
475,00;0,00;0,00;0,00;228,00;0,00;932,00;594,00;270;;42,13;UCI_Yeh1998_CS_only
190,00;190,00;0,00;0,00;228,00;0,00;932,00;670,00;365;;53,69;UCI_Yeh1998_CS_only
237,50;237,50;0,00;0,00;228,00;0,00;932,00;594,00;270;;38,41;UCI_Yeh1998_CS_only
237,50;237,50;0,00;0,00;228,00;0,00;932,00;594,00;28;;30,08;UCI_Yeh1998_CS_only
332,50;142,50;0,00;0,00;228,00;0,00;932,00;594,00;90;;37,72;UCI_Yeh1998_CS_only
475,00;0,00;0,00;0,00;228,00;0,00;932,00;594,00;90;;42,23;UCI_Yeh1998_CS_only
237,50;237,50;0,00;0,00;228,00;0,00;932,00;594,00;180;;36,25;UCI_Yeh1998_CS_only
342,00;38,00;0,00;0,00;228,00;0,00;932,00;670,00;90;;50,46;UCI_Yeh1998_CS_only
427,50;47,50;0,00;0,00;228,00;0,00;932,00;594,00;365;;43,7;UCI_Yeh1998_CS_only
237,50;237,50;0,00;0,00;228,00;0,00;932,00;594,00;365;;39;UCI_Yeh1998_CS_only
380,00;0,00;0,00;0,00;228,00;0,00;932,00;670,00;180;;53,1;UCI_Yeh1998_CS_only
427,50;47,50;0,00;0,00;228,00;0,00;932,00;594,00;90;;41,54;UCI_Yeh1998_CS_only
427,50;47,50;0,00;0,00;228,00;0,00;932,00;594,00;7;;35,08;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 047,00;806,90;3;;15,05;UCI_Yeh1998_CS_only
380,00;95,00;0,00;0,00;228,00;0,00;932,00;594,00;180;;40,76;UCI_Yeh1998_CS_only
237,50;237,50;0,00;0,00;228,00;0,00;932,00;594,00;7;;26,26;UCI_Yeh1998_CS_only
380,00;95,00;0,00;0,00;228,00;0,00;932,00;594,00;7;;32,82;UCI_Yeh1998_CS_only
332,50;142,50;0,00;0,00;228,00;0,00;932,00;594,00;180;;39,78;UCI_Yeh1998_CS_only
190,00;190,00;0,00;0,00;228,00;0,00;932,00;670,00;180;;46,93;UCI_Yeh1998_CS_only
237,50;237,50;0,00;0,00;228,00;0,00;932,00;594,00;90;;33,12;UCI_Yeh1998_CS_only
304,00;76,00;0,00;0,00;228,00;0,00;932,00;670,00;90;;49,19;UCI_Yeh1998_CS_only
139,60;209,40;0,00;0,00;192,00;0,00;1 047,00;806,90;7;;14,59;UCI_Yeh1998_CS_only
198,60;132,40;0,00;0,00;192,00;0,00;978,40;825,50;7;;14,64;UCI_Yeh1998_CS_only
475,00;0,00;0,00;0,00;228,00;0,00;932,00;594,00;365;;41,93;UCI_Yeh1998_CS_only
198,60;132,40;0,00;0,00;192,00;0,00;978,40;825,50;3;;9,13;UCI_Yeh1998_CS_only
304,00;76,00;0,00;0,00;228,00;0,00;932,00;670,00;180;;50,95;UCI_Yeh1998_CS_only
332,50;142,50;0,00;0,00;228,00;0,00;932,00;594,00;28;;33,02;UCI_Yeh1998_CS_only
304,00;76,00;0,00;0,00;228,00;0,00;932,00;670,00;270;;54,38;UCI_Yeh1998_CS_only
266,00;114,00;0,00;0,00;228,00;0,00;932,00;670,00;270;;51,73;UCI_Yeh1998_CS_only
310,00;0,00;0,00;0,00;192,00;0,00;971,00;850,60;3;;9,87;UCI_Yeh1998_CS_only
190,00;190,00;0,00;0,00;228,00;0,00;932,00;670,00;270;;50,66;UCI_Yeh1998_CS_only
266,00;114,00;0,00;0,00;228,00;0,00;932,00;670,00;180;;48,7;UCI_Yeh1998_CS_only
342,00;38,00;0,00;0,00;228,00;0,00;932,00;670,00;270;;55,06;UCI_Yeh1998_CS_only
139,60;209,40;0,00;0,00;192,00;0,00;1 047,00;806,90;360;;44,7;UCI_Yeh1998_CS_only
332,50;142,50;0,00;0,00;228,00;0,00;932,00;594,00;7;;30,28;UCI_Yeh1998_CS_only
190,00;190,00;0,00;0,00;228,00;0,00;932,00;670,00;28;;40,86;UCI_Yeh1998_CS_only
485,00;0,00;0,00;0,00;146,00;0,00;1 120,00;800,00;28;;71,99;UCI_Yeh1998_CS_only
374,00;189,20;0,00;0,00;170,10;10,10;926,10;756,70;3;;34,4;UCI_Yeh1998_CS_only
313,30;262,20;0,00;0,00;175,50;8,60;1 046,90;611,80;3;;28,8;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;153,50;16,50;852,10;887,10;3;;33,4;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;151,40;18,60;936,00;803,70;3;;36,3;UCI_Yeh1998_CS_only
375,00;93,80;0,00;0,00;126,60;23,40;852,10;992,60;3;;29;UCI_Yeh1998_CS_only
475,00;118,80;0,00;0,00;181,10;8,90;852,10;781,50;3;;37,8;UCI_Yeh1998_CS_only
469,00;117,20;0,00;0,00;137,80;32,20;852,10;840,50;3;;40,2;UCI_Yeh1998_CS_only
388,60;97,10;0,00;0,00;157,90;12,10;852,10;925,70;3;;28,1;UCI_Yeh1998_CS_only
531,30;0,00;0,00;0,00;141,80;28,20;852,10;893,70;3;;41,3;UCI_Yeh1998_CS_only
318,80;212,50;0,00;0,00;155,70;14,30;852,10;880,40;3;;25,2;UCI_Yeh1998_CS_only
401,80;94,70;0,00;0,00;147,40;11,40;946,80;852,10;3;;41,1;UCI_Yeh1998_CS_only
362,60;189,00;0,00;0,00;164,90;11,60;944,70;755,80;3;;35,3;UCI_Yeh1998_CS_only
323,70;282,80;0,00;0,00;183,80;10,30;942,70;659,90;3;;28,3;UCI_Yeh1998_CS_only
379,50;151,20;0,00;0,00;153,90;15,90;1 134,30;605,00;3;;28,6;UCI_Yeh1998_CS_only
286,30;200,90;0,00;0,00;144,70;11,20;1 004,60;803,70;3;;24,4;UCI_Yeh1998_CS_only
439,00;177,00;0,00;0,00;186,00;11,10;884,90;707,90;3;;39,3;UCI_Yeh1998_CS_only
389,90;189,00;0,00;0,00;145,90;22,00;944,70;755,80;3;;40,6;UCI_Yeh1998_CS_only
337,90;189,00;0,00;0,00;174,90;9,50;944,70;755,80;3;;24,1;UCI_Yeh1998_CS_only
374,00;189,20;0,00;0,00;170,10;10,10;926,10;756,70;7;;46,2;UCI_Yeh1998_CS_only
313,30;262,20;0,00;0,00;175,50;8,60;1 046,90;611,80;7;;42,8;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;153,50;16,50;852,10;887,10;7;;49,2;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;151,40;18,60;936,00;803,70;7;;46,8;UCI_Yeh1998_CS_only
375,00;93,80;0,00;0,00;126,60;23,40;852,10;992,60;7;;45,7;UCI_Yeh1998_CS_only
475,00;118,80;0,00;0,00;181,10;8,90;852,10;781,50;7;;55,6;UCI_Yeh1998_CS_only
469,00;117,20;0,00;0,00;137,80;32,20;852,10;840,50;7;;54,9;UCI_Yeh1998_CS_only
388,60;97,10;0,00;0,00;157,90;12,10;852,10;925,70;7;;34,9;UCI_Yeh1998_CS_only
531,30;0,00;0,00;0,00;141,80;28,20;852,10;893,70;7;;46,9;UCI_Yeh1998_CS_only
318,80;212,50;0,00;0,00;155,70;14,30;852,10;880,40;7;;33,4;UCI_Yeh1998_CS_only
401,80;94,70;0,00;0,00;147,40;11,40;946,80;852,10;7;;54,1;UCI_Yeh1998_CS_only
362,60;189,00;0,00;0,00;164,90;11,60;944,70;755,80;7;;55,9;UCI_Yeh1998_CS_only
323,70;282,80;0,00;0,00;183,80;10,30;942,70;659,90;7;;49,8;UCI_Yeh1998_CS_only
379,50;151,20;0,00;0,00;153,90;15,90;1 134,30;605,00;7;;47,1;UCI_Yeh1998_CS_only
286,30;200,90;0,00;0,00;144,70;11,20;1 004,60;803,70;7;;38;UCI_Yeh1998_CS_only
439,00;177,00;0,00;0,00;186,00;11,10;884,90;707,90;7;;56,1;UCI_Yeh1998_CS_only
389,90;189,00;0,00;0,00;145,90;22,00;944,70;755,80;7;;59,09;UCI_Yeh1998_CS_only
362,60;189,00;0,00;0,00;164,90;11,60;944,70;755,80;7;;22,9;UCI_Yeh1998_CS_only
337,90;189,00;0,00;0,00;174,90;9,50;944,70;755,80;7;;35,1;UCI_Yeh1998_CS_only
374,00;189,20;0,00;0,00;170,10;10,10;926,10;756,70;28;;61,09;UCI_Yeh1998_CS_only
313,30;262,20;0,00;0,00;175,50;8,60;1 046,90;611,80;28;;59,8;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;153,50;16,50;852,10;887,10;28;;60,29;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;151,40;18,60;936,00;803,70;28;;61,8;UCI_Yeh1998_CS_only
375,00;93,80;0,00;0,00;126,60;23,40;852,10;992,60;28;;56,7;UCI_Yeh1998_CS_only
475,00;118,80;0,00;0,00;181,10;8,90;852,10;781,50;28;;68,3;UCI_Yeh1998_CS_only
469,00;117,20;0,00;0,00;137,80;32,20;852,10;840,50;28;;66,9;UCI_Yeh1998_CS_only
388,60;97,10;0,00;0,00;157,90;12,10;852,10;925,70;28;;50,7;UCI_Yeh1998_CS_only
531,30;0,00;0,00;0,00;141,80;28,20;852,10;893,70;28;;56,4;UCI_Yeh1998_CS_only
318,80;212,50;0,00;0,00;155,70;14,30;852,10;880,40;28;;55,5;UCI_Yeh1998_CS_only
401,80;94,70;0,00;0,00;147,40;11,40;946,80;852,10;28;;68,5;UCI_Yeh1998_CS_only
362,60;189,00;0,00;0,00;164,90;11,60;944,70;755,80;28;;71,3;UCI_Yeh1998_CS_only
323,70;282,80;0,00;0,00;183,80;10,30;942,70;659,90;28;;74,7;UCI_Yeh1998_CS_only
379,50;151,20;0,00;0,00;153,90;15,90;1 134,30;605,00;28;;52,2;UCI_Yeh1998_CS_only
286,30;200,90;0,00;0,00;144,70;11,20;1 004,60;803,70;28;;67,7;UCI_Yeh1998_CS_only
439,00;177,00;0,00;0,00;186,00;11,10;884,90;707,90;28;;66;UCI_Yeh1998_CS_only
389,90;189,00;0,00;0,00;145,90;22,00;944,70;755,80;28;;74,5;UCI_Yeh1998_CS_only
337,90;189,00;0,00;0,00;174,90;9,50;944,70;755,80;28;;49,9;UCI_Yeh1998_CS_only
374,00;189,20;0,00;0,00;170,10;10,10;926,10;756,70;56;;63,4;UCI_Yeh1998_CS_only
313,30;262,20;0,00;0,00;175,50;8,60;1 046,90;611,80;56;;64,9;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;153,50;16,50;852,10;887,10;56;;64,3;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;151,40;18,60;936,00;803,70;56;;64,9;UCI_Yeh1998_CS_only
375,00;93,80;0,00;0,00;126,60;23,40;852,10;992,60;56;;60,2;UCI_Yeh1998_CS_only
475,00;118,80;0,00;0,00;181,10;8,90;852,10;781,50;56;;72,3;UCI_Yeh1998_CS_only
469,00;117,20;0,00;0,00;137,80;32,20;852,10;840,50;56;;69,3;UCI_Yeh1998_CS_only
388,60;97,10;0,00;0,00;157,90;12,10;852,10;925,70;56;;55,2;UCI_Yeh1998_CS_only
531,30;0,00;0,00;0,00;141,80;28,20;852,10;893,70;56;;58,8;UCI_Yeh1998_CS_only
318,80;212,50;0,00;0,00;155,70;14,30;852,10;880,40;56;;66,1;UCI_Yeh1998_CS_only
401,80;94,70;0,00;0,00;147,40;11,40;946,80;852,10;56;;73,7;UCI_Yeh1998_CS_only
362,60;189,00;0,00;0,00;164,90;11,60;944,70;755,80;56;;77,3;UCI_Yeh1998_CS_only
323,70;282,80;0,00;0,00;183,80;10,30;942,70;659,90;56;;80,2;UCI_Yeh1998_CS_only
379,50;151,20;0,00;0,00;153,90;15,90;1 134,30;605,00;56;;54,9;UCI_Yeh1998_CS_only
286,30;200,90;0,00;0,00;144,70;11,20;1 004,60;803,70;56;;72,99;UCI_Yeh1998_CS_only
439,00;177,00;0,00;0,00;186,00;11,10;884,90;707,90;56;;71,7;UCI_Yeh1998_CS_only
389,90;189,00;0,00;0,00;145,90;22,00;944,70;755,80;56;;79,4;UCI_Yeh1998_CS_only
337,90;189,00;0,00;0,00;174,90;9,50;944,70;755,80;56;;59,89;UCI_Yeh1998_CS_only
374,00;189,20;0,00;0,00;170,10;10,10;926,10;756,70;91;;64,9;UCI_Yeh1998_CS_only
313,30;262,20;0,00;0,00;175,50;8,60;1 046,90;611,80;91;;66,6;UCI_Yeh1998_CS_only
425,00;106,30;0,00;0,00;153,50;16,50;852,10;887,10;91;;65,2;UCI_Yeh1998_CS_only
